,original_sents,sentences,weights
211,in the end we didnt have room for a pudding but the owner neo offer us an amaro ramazzotti on the rock.,end room pudding owner neo ramazzotti rock,17.6813801636
315,"lovely, authentic food served in a cosy environment by a friendly and hospitable owner.",food environment owner,17.6796868955
1349,"was there for new years 2015 with my wife, the food was great and was totally ready to pay the bill when the owner decided that because of a small mistake (and i mean as small as the bread order being slightly late) he decided to wave the bill and say it was on the house.",years wife food bill owner mistake bread order bill house,17.6465476406
513,i dined at fiddie's this evening with 3 friends and my 11 year old daughter.,i fiddie evening friends year daughter,17.6215323966
1273,"give it a try best small inexpensive restaurant i've found in london
had early eve meal before theatre.",try restaurant i london meal theatre,17.6148380618
828,"best gluten free pasta i have ever tasted and the sauce was delicious, all 3 off us really enjoyed our meal.",pasta i sauce meal,17.5854017718
1156,we were stuffed from the starters and mains as the portions were generous but managed to share a tiramisu which was absolutely beautiful.,starters mains portions share tiramisu,17.5655340524
521,i was looking for italian food on my last night in london... and wandered down to this italian restaurant as i was in the swiss cottage area and it opens till late.,i food night london restaurant i cottage area,17.5489314792
1214,thanks for a wonderful evening with friends.,thanks evening friends,17.5391385921
97,"my calamari were definitely undercooked, nearly raw, and the following pizza certainly no better, perhaps even worse than you can eat in places many other pizza places such as pizza express.",calamari pizza places places pizza express,17.5294714445
468,we travelled over an hour by train for our family meal at fiddie's on the strength of trip advisor recommendations and it met our expectations and more.,hour train family meal fiddie strength trip advisor recommendations expectations,17.5201009944
769,the owner neo adds an abundance of character to the restaurant.,owner abundance character restaurant,17.4830086992
693,"had a delicious meal, starters superb, main course delicious, service excellent, my husband and myself really enjoyed the evening.",meal starters course service excellent husband evening,17.4783715108
195,"with so many tempting dishes on the menu, it was difficult to decide what to have, but we started our meal with zuccini fritti (fried courgette) and deep-fried calamari, both superb and extremely generous servings.",dishes menu meal zuccini fritti courgette calamari superb servings,17.4573096488
413,"it's a little gem on finchley road pizza is amazing, starters and main courses fab can't ask for more!",gem finchley road pizza starters courses,17.4549950685
686,"after a fabulous meal the deal was broken as the owner still insisted with a charming message to provide us with a 100% free meal, just charging a bottle of wine.",meal deal owner message% meal bottle wine,17.4326349288
454,"and instantly felt at home.in terms of food, we shared the avocado bruschetta for our starter - an innovative dish that we hadn't had before in an italian restaurant.for mains, we both ordered pizzas.",home.in terms food avocado bruschetta starter dish restaurant.for mains pizzas,17.4209480074
1136,"it really didn't disappoint!super friendly staff on the phone during the day to take my booking, and was able to get a booking on a saturday night just hours beforehand!the food was absolutely delicious, and the portions were huge!",staff phone day booking booking night hours food portions,17.4066308353
922,"there were clean plates all round after starters and mains, and although there was a big group of us the food all came at the same time so we could all enjoy our food together.the atmosphere in this restaurant is second to none!",plates starters mains group food time food together.the atmosphere restaurant none,17.375480909
546,i was one in of a number of solo travellers in that night and was made to feel right at home.,i number travellers night home,17.369007144
1056,it brings out the sense of authenticity of italian foods.,sense authenticity foods,17.3663705276
1228,"outside of these three things though, you are only left with seven meat dishes and two seafood dishes.",things meat dishes seafood dishes,17.3598033926
